student_code,gender,degree,major,cgpa_band,prior_internship
STU002107,Male,MBA,Marketing,<7,True
STU002108,Male,B.Tech,Information Technology,<7,False
STU002109,Male,B.Tech,Information Technology,8-9,False
STU002110,Male,M.Tech,VLSI,9+,False
STU002111,Female,M.Tech,Computer Science,7-8,False
STU002112,Female,MCA,Computer Applications,7-8,False
STU002113,Male,B.Tech,Civil,7-8,False
STU002114,Female,B.Tech,Mechanical,7-8,False
STU002115,Male,M.Tech,VLSI,<7,True
STU002116,Female,MBA,Operations,8-9,True
STU002117,Male,B.Tech,Mechanical,7-8,True
STU002118,Female,M.Tech,VLSI,<7,False
STU002119,Male,M.Tech,Computer Science,8-9,True
STU002120,Male,MBA,Operations,7-8,False
STU002121,Male,M.Tech,Computer Science,8-9,False
STU002122,Female,M.Tech,Computer Science,8-9,True
STU002123,Female,B.Tech,Information Technology,8-9,True
STU002124,Male,MBA,Operations,9+,True
STU002125,Male,MBA,Finance,7-8,True
STU002126,Male,M.Tech,Data Science,7-8,True
STU002127,Female,M.Tech,VLSI,9+,True
STU002128,Female,B.Tech,Information Technology,<7,True
STU002129,Male,MCA,Computer Applications,<7,False
STU002130,Male,B.Tech,Mechanical,<7,False
STU002131,Male,MBA,Operations,8-9,False
STU002132,Female,MBA,Operations,<7,True
STU002133,Male,M.Tech,Data Science,9+,False
STU002134,Male,M.Tech,VLSI,7-8,False
STU002135,Male,MBA,Operations,8-9,True
STU002136,Male,M.Tech,Data Science,8-9,True
STU002137,Male,MCA,Computer Applications,<7,False
STU002138,Female,B.Tech,Information Technology,7-8,False
STU002139,Female,B.Tech,Information Technology,8-9,True
STU002140,Female,B.Tech,Electronics,7-8,False
STU002141,Male,B.Tech,Civil,8-9,False
STU002142,Male,M.Tech,VLSI,7-8,True
STU002143,Male,MCA,Computer Applications,<7,True
STU002144,Male,M.Tech,VLSI,8-9,True
STU002145,Female,M.Tech,Data Science,<7,False
STU002146,Male,B.Tech,Computer Science,8-9,True
STU002147,Male,MBA,Marketing,8-9,True
STU002148,Male,B.Tech,Civil,7-8,True
STU002149,Male,MBA,Marketing,7-8,True
STU002150,Male,MCA,Computer Applications,7-8,True
STU002151,Female,B.Tech,Electronics,8-9,True
STU002152,Male,M.Tech,Data Science,9+,False
STU002153,Male,B.Tech,Mechanical,8-9,True
STU002154,Female,B.Tech,Computer Science,7-8,False
STU002155,Female,MBA,Marketing,7-8,True
STU002156,Female,MBA,Operations,7-8,False
STU002157,Male,MCA,Computer Applications,7-8,False
STU002158,Female,B.Tech,Electronics,7-8,False
STU002159,Male,M.Tech,Computer Science,<7,True
STU002160,Male,M.Tech,VLSI,7-8,True
STU002161,Male,B.Tech,Electronics,<7,False
STU002162,Male,MBA,Marketing,7-8,True
STU002163,Female,M.Tech,VLSI,7-8,False
STU002164,Male,M.Tech,Data Science,7-8,False
STU002165,Male,MBA,Operations,8-9,True
STU002166,Male,M.Tech,Data Science,7-8,False
STU002167,Male,M.Tech,Computer Science,7-8,False
STU002168,Male,B.Tech,Civil,8-9,False
STU002169,Female,MCA,Computer Applications,<7,True
STU002170,Female,B.Tech,Electronics,8-9,True
STU002171,Female,M.Tech,Computer Science,9+,True
STU002172,Female,B.Tech,Electronics,8-9,False
STU002173,Female,MCA,Computer Applications,9+,True
STU002174,Male,MCA,Computer Applications,8-9,True
STU002175,Male,MBA,Finance,7-8,False
STU002176,Female,MCA,Computer Applications,7-8,False
STU002177,Male,B.Tech,Electronics,8-9,False
STU002178,Male,B.Tech,Information Technology,7-8,True
STU002179,Female,B.Tech,Computer Science,9+,True
STU002180,Male,B.Tech,Electronics,9+,True
STU002181,Female,M.Tech,VLSI,<7,True
STU002182,Male,B.Tech,Computer Science,8-9,False
STU002183,Female,MCA,Computer Applications,8-9,True
STU002184,Male,MCA,Computer Applications,<7,False
STU002185,Male,B.Tech,Mechanical,8-9,True
STU002186,Male,B.Tech,Civil,<7,False
STU002187,Female,MCA,Computer Applications,9+,True
STU002188,Male,MCA,Computer Applications,9+,True
STU002189,Male,B.Tech,Information Technology,<7,True
STU002190,Male,MCA,Computer Applications,7-8,True
STU002191,Male,M.Tech,Computer Science,8-9,False
STU002192,Male,MCA,Computer Applications,8-9,False
STU002193,Male,B.Tech,Electronics,8-9,False
STU002194,Male,M.Tech,Data Science,9+,False
STU002195,Female,MBA,Marketing,9+,False
STU002196,Male,B.Tech,Civil,7-8,False
STU002197,Female,M.Tech,Computer Science,8-9,False
STU002198,Male,B.Tech,Information Technology,8-9,True
STU002199,Female,M.Tech,VLSI,9+,False
STU002200,Male,MBA,Marketing,8-9,False
STU002201,Male,MCA,Computer Applications,7-8,False
STU002202,Male,MBA,Operations,8-9,True
STU002203,Female,M.Tech,Data Science,8-9,True
STU002204,Male,B.Tech,Mechanical,<7,False
STU002205,Male,MBA,Finance,<7,True
STU002206,Female,MCA,Computer Applications,8-9,False
STU002207,Female,M.Tech,Computer Science,8-9,False
STU002208,Male,MBA,Marketing,7-8,True
STU002209,Female,MCA,Computer Applications,<7,True
STU002210,Male,MBA,Finance,7-8,False
STU002211,Female,MCA,Computer Applications,7-8,False
STU002212,Male,MBA,Marketing,7-8,False
STU002213,Male,MCA,Computer Applications,8-9,False
STU002214,Male,B.Tech,Mechanical,7-8,True
STU002215,Male,MCA,Computer Applications,7-8,True
STU002216,Female,B.Tech,Electronics,8-9,False
STU002217,Female,B.Tech,Computer Science,7-8,True
STU002218,Male,MBA,Marketing,9+,True
STU002219,Male,MBA,Operations,9+,True
STU002220,Male,MBA,Finance,7-8,False
STU002221,Male,MBA,Operations,7-8,True
STU002222,Male,MCA,Computer Applications,8-9,False
STU002223,Male,MBA,Marketing,8-9,False
STU002224,Male,M.Tech,VLSI,8-9,False
STU002225,Male,MCA,Computer Applications,<7,False
STU002226,Male,M.Tech,Data Science,7-8,True
STU002227,Male,M.Tech,VLSI,8-9,False
STU002228,Male,MCA,Computer Applications,7-8,False
STU002229,Male,MBA,Operations,8-9,False
STU002230,Male,B.Tech,Information Technology,8-9,True
STU002231,Female,MCA,Computer Applications,8-9,True
STU002232,Female,MCA,Computer Applications,9+,True
STU002233,Male,B.Tech,Civil,7-8,True
STU002234,Male,M.Tech,Computer Science,<7,False
STU002235,Male,B.Tech,Electronics,<7,True
STU002236,Male,MCA,Computer Applications,7-8,False
STU002237,Male,MCA,Computer Applications,9+,True
STU002238,Male,B.Tech,Electronics,<7,False
STU002239,Male,MCA,Computer Applications,<7,False
STU002240,Male,B.Tech,Civil,8-9,False
STU002241,Male,B.Tech,Civil,<7,False
STU002242,Female,MBA,Operations,8-9,True
STU002243,Male,MBA,Finance,<7,True
STU002244,Male,MBA,Finance,8-9,True
STU002245,Female,M.Tech,VLSI,8-9,False
STU002246,Male,B.Tech,Civil,7-8,False
STU002247,Male,B.Tech,Civil,7-8,False
STU002248,Male,MCA,Computer Applications,8-9,True
STU002249,Male,B.Tech,Electronics,<7,False
STU002250,Female,B.Tech,Civil,8-9,True
STU002251,Male,MCA,Computer Applications,7-8,True
STU002252,Male,MCA,Computer Applications,9+,False
STU002253,Male,MBA,Operations,8-9,False
STU002254,Female,M.Tech,Data Science,7-8,False
STU002255,Female,M.Tech,Data Science,7-8,False
STU002256,Male,MCA,Computer Applications,7-8,False
STU002257,Male,MCA,Computer Applications,8-9,True
STU002258,Male,B.Tech,Information Technology,7-8,True
STU002259,Male,MCA,Computer Applications,7-8,False
STU002260,Male,MCA,Computer Applications,7-8,True
STU002261,Female,B.Tech,Electronics,8-9,False
STU002262,Female,M.Tech,VLSI,8-9,False
STU002263,Female,MCA,Computer Applications,7-8,False
STU002264,Female,B.Tech,Electronics,7-8,True
STU002265,Female,MBA,Marketing,<7,False
STU002266,Male,MBA,Finance,7-8,False
STU002267,Female,B.Tech,Electronics,8-9,False
STU002268,Female,MCA,Computer Applications,8-9,False
STU002269,Male,B.Tech,Information Technology,<7,False
STU002270,Male,B.Tech,Civil,7-8,False
STU002271,Male,MBA,Finance,7-8,True
STU002272,Female,B.Tech,Information Technology,8-9,False
STU002273,Male,B.Tech,Mechanical,8-9,False
STU002274,Female,MBA,Marketing,<7,False
STU002275,Male,MCA,Computer Applications,7-8,False
STU002276,Male,B.Tech,Mechanical,8-9,False
STU002277,Male,MCA,Computer Applications,9+,False
STU002278,Male,MBA,Marketing,<7,True
STU002279,Male,M.Tech,VLSI,8-9,False
STU002280,Male,M.Tech,Data Science,8-9,False
STU002281,Female,M.Tech,VLSI,<7,True
STU002282,Male,M.Tech,VLSI,7-8,True
STU002283,Male,M.Tech,VLSI,9+,True
STU002284,Male,MCA,Computer Applications,<7,False
STU002285,Male,MBA,Finance,<7,True
STU002286,Female,MBA,Marketing,7-8,False
STU002287,Male,MBA,Operations,8-9,False
STU002288,Male,B.Tech,Information Technology,<7,True
STU002289,Female,MCA,Computer Applications,8-9,False
STU002290,Male,MCA,Computer Applications,7-8,False
STU002291,Male,B.Tech,Civil,7-8,True
STU002292,Male,M.Tech,Data Science,7-8,True
STU002293,Male,M.Tech,VLSI,<7,True
STU002294,Male,M.Tech,Computer Science,7-8,False
STU002295,Female,MBA,Finance,9+,True
STU002296,Male,MCA,Computer Applications,8-9,False
STU002297,Male,MCA,Computer Applications,8-9,True
STU002298,Male,MBA,Operations,8-9,False
STU002299,Female,M.Tech,VLSI,7-8,False
STU002300,Female,MBA,Finance,8-9,True
STU002301,Male,MBA,Operations,7-8,False
STU002302,Male,MBA,Operations,7-8,False
STU002303,Male,MCA,Computer Applications,7-8,False
STU002304,Male,MBA,Operations,8-9,False
STU002305,Male,MBA,Operations,7-8,True
STU002306,Male,B.Tech,Civil,7-8,True
STU002307,Male,MCA,Computer Applications,8-9,True
STU002308,Male,M.Tech,Data Science,9+,False
STU002309,Male,B.Tech,Civil,9+,False
STU002310,Female,B.Tech,Information Technology,7-8,False
STU002311,Male,MBA,Operations,<7,False
STU002312,Female,MCA,Computer Applications,9+,False
STU002313,Male,MCA,Computer Applications,7-8,False
STU002314,Male,MBA,Finance,7-8,False
STU002315,Male,MCA,Computer Applications,9+,False
STU002316,Male,B.Tech,Information Technology,9+,True
STU002317,Female,B.Tech,Electronics,8-9,True
STU002318,Male,M.Tech,Computer Science,9+,True
STU002319,Male,MBA,Operations,<7,True
STU002320,Female,M.Tech,VLSI,8-9,False
STU002321,Female,MCA,Computer Applications,7-8,False
STU002322,Male,M.Tech,Data Science,7-8,True
STU002323,Male,MCA,Computer Applications,8-9,False
STU002324,Male,MCA,Computer Applications,7-8,False
STU002325,Male,MCA,Computer Applications,<7,True
STU002326,Male,M.Tech,VLSI,9+,False
STU002327,Female,MBA,Finance,7-8,False
STU002328,Male,MCA,Computer Applications,7-8,True
STU002329,Male,M.Tech,Data Science,7-8,True
STU002330,Male,MBA,Marketing,7-8,False
STU002331,Male,B.Tech,Information Technology,8-9,False
STU002332,Male,M.Tech,Data Science,9+,True
STU002333,Male,MCA,Computer Applications,8-9,False
STU002334,Male,M.Tech,VLSI,8-9,False
STU002335,Male,M.Tech,Computer Science,8-9,False
STU002336,Male,MCA,Computer Applications,7-8,False
STU002337,Male,MBA,Marketing,8-9,False
STU002338,Male,MCA,Computer Applications,8-9,False
STU002339,Male,B.Tech,Information Technology,9+,False
STU002340,Male,MCA,Computer Applications,7-8,False
STU002341,Male,M.Tech,Data Science,8-9,False
STU002342,Male,M.Tech,VLSI,<7,False
STU002343,Male,M.Tech,Data Science,<7,False
STU002344,Female,MCA,Computer Applications,8-9,False
STU002345,Female,MBA,Marketing,7-8,False
STU002346,Male,B.Tech,Mechanical,7-8,False
STU002347,Female,MBA,Operations,9+,False
STU002348,Male,MBA,Marketing,<7,False
STU002349,Male,MCA,Computer Applications,8-9,False
STU002350,Female,M.Tech,Computer Science,7-8,False
STU002351,Male,MCA,Computer Applications,7-8,False
STU002352,Male,MBA,Marketing,7-8,True
STU002353,Male,MCA,Computer Applications,8-9,True
STU002354,Male,B.Tech,Information Technology,7-8,True
STU002355,Male,MBA,Marketing,9+,False
STU002356,Male,M.Tech,Data Science,<7,False
STU002357,Male,MCA,Computer Applications,<7,True
STU002358,Male,B.Tech,Information Technology,7-8,True
STU002359,Male,B.Tech,Information Technology,8-9,True
STU002360,Female,B.Tech,Information Technology,7-8,False
STU002361,Male,B.Tech,Civil,9+,True
STU002362,Male,MCA,Computer Applications,<7,True
STU002363,Female,MBA,Marketing,8-9,True
STU002364,Male,B.Tech,Computer Science,7-8,True
STU002365,Male,MBA,Marketing,7-8,True
STU002366,Female,MBA,Operations,<7,True
STU002367,Male,MCA,Computer Applications,9+,False
STU002368,Male,MBA,Operations,8-9,True
STU002369,Female,B.Tech,Electronics,8-9,False
STU002370,Female,MCA,Computer Applications,8-9,False
STU002371,Male,B.Tech,Mechanical,<7,False
STU002372,Male,B.Tech,Civil,7-8,False
STU002373,Male,MBA,Marketing,7-8,True
STU002374,Male,MCA,Computer Applications,7-8,False
STU002375,Male,MBA,Marketing,7-8,True
STU002376,Male,B.Tech,Information Technology,8-9,False
STU002377,Male,MBA,Marketing,8-9,False
STU002378,Male,B.Tech,Civil,8-9,True
STU002379,Male,M.Tech,Data Science,7-8,True
STU002380,Female,B.Tech,Mechanical,8-9,False
STU002381,Male,MBA,Operations,9+,True
STU002382,Female,M.Tech,Data Science,7-8,False
STU002383,Female,MBA,Marketing,8-9,True
STU002384,Female,MBA,Marketing,8-9,False
STU002385,Male,B.Tech,Computer Science,7-8,False
STU002386,Female,MCA,Computer Applications,8-9,True
STU002387,Male,MBA,Marketing,<7,True
STU002388,Male,B.Tech,Civil,9+,False
STU002389,Male,M.Tech,Computer Science,7-8,False
STU002390,Male,B.Tech,Information Technology,8-9,True
STU002391,Male,M.Tech,VLSI,8-9,True
STU002392,Male,MCA,Computer Applications,8-9,False
STU002393,Male,MCA,Computer Applications,8-9,True
STU002394,Male,M.Tech,Data Science,7-8,False
STU002395,Female,M.Tech,Data Science,8-9,True
STU002396,Female,MCA,Computer Applications,8-9,True
STU002397,Female,M.Tech,Data Science,7-8,False
STU002398,Female,B.Tech,Civil,9+,False
STU002399,Female,B.Tech,Civil,7-8,False
STU002400,Male,B.Tech,Electronics,8-9,False
STU002401,Female,B.Tech,Civil,7-8,True
STU002402,Female,MBA,Finance,7-8,False
STU002403,Male,M.Tech,Computer Science,9+,False
STU002404,Male,M.Tech,Data Science,<7,True
STU002405,Female,MCA,Computer Applications,8-9,False
STU002406,Male,M.Tech,Computer Science,7-8,False
STU002407,Male,MBA,Operations,8-9,False
STU002408,Female,MCA,Computer Applications,8-9,False
STU002409,Female,M.Tech,Computer Science,8-9,True
STU002410,Female,M.Tech,Data Science,7-8,True
STU002411,Male,MCA,Computer Applications,7-8,True
STU002412,Female,MBA,Marketing,7-8,False
STU002413,Male,MCA,Computer Applications,8-9,False
STU002414,Male,MBA,Operations,8-9,False
STU002415,Female,MBA,Marketing,7-8,False
STU002416,Female,M.Tech,Computer Science,7-8,True
STU002417,Female,MBA,Marketing,<7,False
STU002418,Female,MCA,Computer Applications,8-9,False
STU002419,Male,MCA,Computer Applications,9+,False
STU002420,Female,B.Tech,Civil,9+,False
STU002421,Male,B.Tech,Computer Science,8-9,False
STU002422,Male,MBA,Finance,<7,False
STU002423,Male,B.Tech,Electronics,8-9,False
STU002424,Male,B.Tech,Electronics,7-8,True
STU002425,Male,MCA,Computer Applications,7-8,True
STU002426,Male,M.Tech,VLSI,<7,False
STU002427,Male,MCA,Computer Applications,8-9,True
STU002428,Female,MCA,Computer Applications,<7,False
STU002429,Female,MCA,Computer Applications,7-8,True
STU002430,Male,M.Tech,Data Science,8-9,False
STU002431,Female,B.Tech,Civil,9+,True
STU002432,Male,MCA,Computer Applications,7-8,True
STU002433,Female,MCA,Computer Applications,7-8,False
STU002434,Male,B.Tech,Computer Science,8-9,True
STU002435,Male,B.Tech,Computer Science,8-9,True
STU002436,Male,M.Tech,Data Science,7-8,True
STU002437,Male,MBA,Operations,7-8,True
STU002438,Female,MBA,Finance,8-9,False
STU002439,Female,MCA,Computer Applications,9+,False
STU002440,Male,MCA,Computer Applications,<7,True
STU002441,Female,MCA,Computer Applications,8-9,True
STU002442,Female,MCA,Computer Applications,8-9,False
STU002443,Male,B.Tech,Electronics,7-8,True
STU002444,Male,M.Tech,VLSI,8-9,False
STU002445,Male,M.Tech,Computer Science,<7,True
STU002446,Male,MCA,Computer Applications,7-8,True
STU002447,Male,MCA,Computer Applications,7-8,False
STU002448,Male,M.Tech,VLSI,8-9,True
STU002449,Male,MBA,Marketing,9+,False
STU002450,Female,B.Tech,Computer Science,8-9,True
STU002451,Female,M.Tech,Computer Science,8-9,False
STU002452,Female,MBA,Finance,8-9,True
STU002453,Male,MBA,Marketing,8-9,False
STU002454,Female,MCA,Computer Applications,<7,True
STU002455,Female,M.Tech,VLSI,<7,True
STU002456,Female,M.Tech,Data Science,<7,True
STU002457,Male,B.Tech,Civil,9+,True
STU002458,Male,B.Tech,Information Technology,8-9,True
STU002459,Female,B.Tech,Civil,7-8,True
STU002460,Female,M.Tech,VLSI,7-8,True
STU002461,Male,MCA,Computer Applications,<7,True
STU002462,Male,B.Tech,Electronics,7-8,True
STU002463,Male,B.Tech,Information Technology,7-8,False
STU002464,Male,M.Tech,Computer Science,7-8,True
STU002465,Male,B.Tech,Civil,7-8,True
STU002466,Female,B.Tech,Mechanical,7-8,False
STU002467,Male,MCA,Computer Applications,<7,True
STU002468,Male,MCA,Computer Applications,<7,True
STU002469,Female,MCA,Computer Applications,9+,True
STU002470,Female,M.Tech,VLSI,<7,True
STU002471,Male,MCA,Computer Applications,7-8,False
STU002472,Male,M.Tech,Data Science,8-9,True
STU002473,Female,MBA,Marketing,7-8,False
STU002474,Female,MBA,Finance,7-8,True
STU002475,Female,MBA,Operations,9+,True
STU002476,Female,M.Tech,Data Science,<7,True
STU002477,Male,MBA,Operations,8-9,False
STU002478,Male,MCA,Computer Applications,9+,True
STU002479,Male,M.Tech,VLSI,9+,False
STU002480,Male,M.Tech,Data Science,7-8,False
STU002481,Male,B.Tech,Information Technology,8-9,True
STU002482,Female,M.Tech,Computer Science,<7,True
STU002483,Male,B.Tech,Electronics,8-9,False
STU002484,Male,B.Tech,Mechanical,7-8,True
STU002485,Male,B.Tech,Computer Science,7-8,True
STU002486,Male,MBA,Operations,8-9,True
STU002487,Male,MBA,Finance,7-8,True
STU002488,Female,MCA,Computer Applications,7-8,False
STU002489,Male,MBA,Marketing,8-9,True
STU002490,Male,M.Tech,VLSI,9+,False
STU002491,Male,MBA,Operations,9+,False
STU002492,Male,MBA,Finance,<7,False
STU002493,Female,MCA,Computer Applications,8-9,True
STU002494,Female,MCA,Computer Applications,7-8,False
STU002495,Male,MBA,Marketing,<7,False
STU002496,Female,M.Tech,Computer Science,7-8,True
STU002497,Male,B.Tech,Electronics,<7,True
STU002498,Male,MBA,Finance,8-9,False
STU002499,Male,MCA,Computer Applications,8-9,False
STU002500,Male,M.Tech,Data Science,8-9,True
STU002501,Male,MBA,Marketing,7-8,True
STU002502,Male,B.Tech,Computer Science,<7,False
STU002503,Male,B.Tech,Civil,7-8,False
STU002504,Male,M.Tech,Data Science,9+,True
STU002505,Male,MCA,Computer Applications,8-9,True
STU002506,Male,MCA,Computer Applications,8-9,True
STU002507,Male,B.Tech,Information Technology,9+,True
STU002508,Male,B.Tech,Information Technology,<7,True
STU002509,Male,B.Tech,Information Technology,8-9,False
STU002510,Male,B.Tech,Mechanical,8-9,False
STU002511,Male,B.Tech,Mechanical,8-9,False
STU002512,Male,B.Tech,Information Technology,<7,False
STU002513,Male,B.Tech,Civil,<7,False
STU002514,Male,MCA,Computer Applications,9+,False
STU002515,Male,B.Tech,Mechanical,7-8,True
STU002516,Male,M.Tech,VLSI,7-8,False
STU002517,Male,MBA,Operations,7-8,True
STU002518,Female,MCA,Computer Applications,9+,True
STU002519,Male,MBA,Finance,8-9,False
STU002520,Male,M.Tech,Data Science,<7,False
STU002521,Male,MCA,Computer Applications,<7,False
STU002522,Female,MCA,Computer Applications,7-8,False
STU002523,Male,B.Tech,Computer Science,7-8,False
STU002524,Male,MCA,Computer Applications,7-8,False
STU002525,Female,MBA,Finance,<7,False
STU002526,Male,MCA,Computer Applications,8-9,True
STU002527,Male,MBA,Operations,7-8,True
STU002528,Female,MBA,Finance,7-8,False
STU002529,Female,MCA,Computer Applications,8-9,False
STU002530,Female,B.Tech,Electronics,7-8,True
STU002531,Male,B.Tech,Computer Science,9+,False
STU002532,Male,MCA,Computer Applications,<7,False
STU002533,Female,MCA,Computer Applications,9+,True
